TransactionID,AccountNumber,Timestamp,Amount,MerchantName,City,Category,Channel,CustomerAge,CustomerOccupation,IsFraud
TXN-001927,ACCT-1032,2025-11-05 09:31:40,109.44,Hilton,New York,Entertainment,ATM,34,Analyst,0
TXN-001928,ACCT-1099,2025-01-23 14:05:54,74.07,Nike,Seattle,Transportation,Mobile App,32,Sales Rep,0
TXN-001929,ACCT-1086,2025-08-01 13:30:43,71.82,Hilton,Philadelphia,Groceries,Online,20,Manager,0
TXN-001930,ACCT-1131,2025-05-22 12:46:15,546.55,Costco,Dallas,Subscriptions,Online,34,Lawyer,0
TXN-001931,ACCT-1192,2025-02-05 11:23:38,346.5,CVS Pharmacy,San Antonio,Personal Care,ATM,56,Designer,0
TXN-001932,ACCT-1103,2025-11-22 10:12:43,30.25,Kroger,Miami,Education,In-Store,23,Sales Rep,0
TXN-001933,ACCT-1030,2025-10-17 22:13:58,310.54,Whole Foods,Seattle,Utilities,Online,48,Manager,0
TXN-001934,ACCT-1157,2025-10-11 08:08:42,323.42,Trader Joes,San Diego,Subscriptions,Mobile App,57,Lawyer,0
TXN-001935,ACCT-1198,2025-08-12 15:37:51,340.92,Delta Airlines,Houston,Education,Online,53,Engineer,0
TXN-001936,ACCT-1171,2025-11-08 18:39:22,177.69,Netflix,Boston,Shopping,Mobile App,57,Doctor,0
TXN-001937,ACCT-1105,2025-08-24 20:18:05,604.03,Nike,New York,Shopping,In-Store,51,Teacher,0
TXN-001938,ACCT-1068,2025-09-22 07:14:57,20.03,Chevron,Atlanta,Shopping,In-Store,22,Accountant,0
TXN-001939,ACCT-1005,2025-07-08 12:10:33,51.83,CVS Pharmacy,Phoenix,Travel,Mobile App,24,Student,0
TXN-001940,ACCT-1076,2025-01-01 18:15:48,10.78,Shell Gas,Portland,Groceries,Online,18,Teacher,0
TXN-001941,ACCT-1055,2025-08-10 22:48:13,131.4,Starbucks,Denver,Gas,In-Store,46,Nurse,0
TXN-001942,ACCT-1152,2025-10-16 17:10:55,586.92,Lyft,San Diego,Subscriptions,Online,58,Chef,0
TXN-001943,ACCT-1129,2025-01-12 16:55:45,62.64,Chevron,Chicago,Transportation,ATM,32,Sales Rep,0
TXN-001944,ACCT-1174,2025-05-14 21:03:44,200.75,Spotify,San Francisco,Transportation,In-Store,34,Retired,0
TXN-001945,ACCT-1091,2025-07-26 13:18:39,79.09,Apple Store,Phoenix,Subscriptions,Mobile App,36,Manager,0
TXN-001946,ACCT-1106,2025-08-14 10:19:54,26.73,Nike,Seattle,Shopping,Online,23,Retired,0
TXN-001947,ACCT-1065,2025-06-29 09:08:16,22.85,CVS Pharmacy,Chicago,Education,ATM,79,Analyst,0
TXN-001948,ACCT-1188,2025-02-28 18:37:38,27.56,Apple Store,New York,Subscriptions,Online,23,Sales Rep,0
TXN-001949,ACCT-1175,2025-12-23 07:42:00,2000.0,Chevron,San Diego,Utilities,Phone,59,Student,1
TXN-001950,ACCT-1188,2025-08-04 14:40:37,34.08,Starbucks,New York,Subscriptions,In-Store,23,Sales Rep,0
TXN-001951,ACCT-1171,2025-07-26 18:58:36,177.95,Nike,Boston,Travel,Online,57,Doctor,0
TXN-001952,ACCT-1073,2025-03-01 11:34:25,190.38,Trader Joes,Portland,Groceries,Online,34,Analyst,0
TXN-001953,ACCT-1196,2025-01-06 19:32:17,292.33,Target,Los Angeles,Entertainment,In-Store,48,Freelancer,0
TXN-001954,ACCT-1113,2025-07-26 15:06:32,48.25,Starbucks,Houston,Gas,Online,41,Designer,0
TXN-001955,ACCT-1118,2025-06-04 22:56:10,162.01,Walgreens,Detroit,Transportation,In-Store,37,Designer,0
TXN-001956,ACCT-1075,2025-12-01 13:10:54,180.03,DoorDash,Denver,Gas,In-Store,81,Accountant,0
TXN-001957,ACCT-1033,2025-10-16 12:08:13,178.54,Shell Gas,Miami,Transportation,Online,43,Teacher,0
TXN-001958,ACCT-1010,2025-03-10 07:48:01,26.43,Home Depot,Philadelphia,Shopping,Phone,19,Sales Rep,0
TXN-001959,ACCT-1065,2025-02-26 23:35:50,53.82,Safeway,Chicago,Travel,In-Store,79,Analyst,0
TXN-001960,ACCT-1102,2025-01-05 06:56:00,5000.0,Chevron,Houston,Shopping,Online,30,Accountant,1
TXN-001961,ACCT-1167,2025-11-03 16:12:27,241.3,Amazon,Seattle,Gas,Online,57,Manager,0
TXN-001962,ACCT-1019,2025-10-25 11:55:23,65.15,Uber,Chicago,Shopping,In-Store,41,Lawyer,0
TXN-001963,ACCT-1172,2025-04-12 10:58:27,34.6,Whole Foods,Austin,Education,ATM,25,Nurse,0
TXN-001964,ACCT-1142,2025-01-10 13:48:13,81.44,Target,Los Angeles,Gas,Online,36,Analyst,0
TXN-001965,ACCT-1126,2025-08-04 12:35:57,207.88,Starbucks,Portland,Utilities,Online,30,Driver,0
TXN-001966,ACCT-1090,2025-07-27 15:35:03,65.8,Walgreens,Dallas,Gas,Online,24,Retired,0
TXN-001967,ACCT-1069,2025-11-21 11:34:53,156.4,Marriott,Nashville,Healthcare,Online,32,Manager,0
TXN-001968,ACCT-1007,2025-04-30 15:10:52,123.94,Netflix,Atlanta,Transportation,In-Store,66,Sales Rep,0
TXN-001969,ACCT-1068,2025-03-16 11:06:42,13.81,Nike,Atlanta,Transportation,In-Store,22,Accountant,0
TXN-001970,ACCT-1035,2025-10-04 10:40:40,89.86,Amazon,Houston,Education,Online,36,Chef,0
TXN-001971,ACCT-1128,2025-12-11 10:32:52,135.64,Trader Joes,Denver,Healthcare,In-Store,21,Engineer,0
TXN-001972,ACCT-1109,2025-10-12 16:12:47,43.25,Shell Gas,Nashville,Healthcare,In-Store,42,Student,0
TXN-001973,ACCT-1126,2025-12-10 10:30:06,116.59,Starbucks,Portland,Subscriptions,Mobile App,30,Driver,0
TXN-001974,ACCT-1132,2025-03-26 15:09:01,342.14,Grubhub,Miami,Gas,Phone,54,Manager,0
TXN-001975,ACCT-1179,2025-06-10 21:28:18,45.39,Best Buy,Nashville,Utilities,In-Store,41,Engineer,0
TXN-001976,ACCT-1101,2025-05-23 10:43:08,72.2,Spotify,Minneapolis,Transportation,ATM,24,Doctor,0
TXN-001977,ACCT-1052,2025-03-21 10:29:59,101.02,Target,Philadelphia,Groceries,In-Store,68,Accountant,0
TXN-001978,ACCT-1134,2025-08-09 10:16:04,686.14,Spotify,Miami,Subscriptions,Mobile App,56,Student,0
TXN-001979,ACCT-1181,2025-12-06 13:37:03,126.76,Target,Detroit,Gas,Online,48,Manager,0
TXN-001980,ACCT-1019,2025-12-04 13:51:02,261.13,McDonalds,Chicago,Travel,Online,41,Lawyer,0
TXN-001981,ACCT-1059,2025-01-02 18:16:59,495.23,Uber,Denver,Personal Care,Mobile App,48,Doctor,0
TXN-001982,ACCT-1194,2025-02-21 07:47:53,197.48,Walgreens,San Diego,Shopping,Online,84,Lawyer,0
TXN-001983,ACCT-1087,2025-04-01 08:31:44,208.7,Hilton,Seattle,Entertainment,Online,61,Manager,0
TXN-001984,ACCT-1072,2025-04-26 07:29:18,460.79,Walmart,San Diego,Travel,In-Store,53,Analyst,0
TXN-001985,ACCT-1076,2025-06-12 16:39:04,11.09,Walmart,Portland,Dining,In-Store,18,Teacher,0
TXN-001986,ACCT-1137,2025-01-25 17:11:50,77.19,Walmart,Miami,Healthcare,Mobile App,41,Lawyer,0
TXN-001987,ACCT-1029,2025-12-16 09:23:31,203.31,Shell Gas,New York,Healthcare,Mobile App,32,Freelancer,0
TXN-001988,ACCT-1172,2025-12-29 17:39:19,39.38,Whole Foods,Austin,Shopping,In-Store,25,Nurse,0
TXN-001989,ACCT-1098,2025-10-08 17:19:02,73.74,Kroger,Houston,Personal Care,In-Store,37,Sales Rep,0
TXN-001990,ACCT-1043,2025-05-15 09:24:16,180.62,Amazon,Atlanta,Dining,Online,34,Manager,0
TXN-001991,ACCT-1097,2025-10-08 05:08:33,242.65,Starbucks,Los Angeles,Personal Care,Mobile App,52,Teacher,0
TXN-001992,ACCT-1106,2025-02-18 14:59:03,37.65,Nike,Seattle,Dining,Online,23,Retired,0
TXN-001993,ACCT-1179,2025-05-02 13:05:43,36.67,Best Buy,Nashville,Dining,Mobile App,41,Engineer,0
TXN-001994,ACCT-1069,2025-12-04 11:34:26,54.1,Netflix,Minneapolis,Subscriptions,In-Store,32,Manager,0
TXN-001995,ACCT-1058,2025-10-31 13:48:02,110.34,Whole Foods,San Diego,Subscriptions,In-Store,36,Designer,0
TXN-001996,ACCT-1073,2025-02-15 12:18:46,126.45,Uber,Miami,Entertainment,In-Store,34,Analyst,0
TXN-001997,ACCT-1003,2025-04-10 15:04:18,114.41,Whole Foods,San Antonio,Personal Care,In-Store,73,Engineer,0
TXN-001998,ACCT-1093,2025-05-03 15:54:24,106.54,Apple Store,Boston,Education,In-Store,41,Chef,0
TXN-001999,ACCT-1124,2025-06-06 11:34:12,414.22,Costco,Miami,Education,In-Store,33,Analyst,0
TXN-002000,ACCT-1150,2025-06-30 08:03:45,29.17,Grubhub,Atlanta,Utilities,Online,24,Manager,0
TXN-002001,ACCT-1080,2025-12-22 11:15:32,119.86,Uber,Seattle,Transportation,Phone,79,Freelancer,0
TXN-002002,ACCT-1167,2025-11-14 21:33:14,127.65,Hilton,Los Angeles,Shopping,In-Store,57,Manager,0
TXN-002003,ACCT-1173,2025-12-25 09:54:23,93.71,Spotify,Chicago,Healthcare,Online,44,Retired,0
TXN-002004,ACCT-1037,2025-04-19 13:51:21,61.69,DoorDash,Atlanta,Transportation,Phone,18,Designer,0
TXN-002005,ACCT-1026,2025-04-03 11:54:27,250.96,Shell Gas,Detroit,Healthcare,Mobile App,33,Lawyer,0
TXN-002006,ACCT-1114,2025-07-03 14:12:42,17.23,Walmart,Detroit,Subscriptions,Online,65,Teacher,0
TXN-002007,ACCT-1015,2025-05-24 14:50:55,94.65,Best Buy,Nashville,Personal Care,ATM,43,Lawyer,0
TXN-002008,ACCT-1170,2025-06-02 15:02:21,354.75,Home Depot,San Francisco,Healthcare,Online,60,Lawyer,0
TXN-002009,ACCT-1084,2025-04-02 16:45:06,25.75,Target,Dallas,Dining,Online,24,Engineer,0
TXN-002010,ACCT-1062,2025-11-22 16:02:34,951.56,Grubhub,Chicago,Healthcare,Phone,52,Student,0
TXN-002011,ACCT-1184,2025-11-19 02:57:02,52.4,Chevron,Seattle,Personal Care,In-Store,30,Analyst,0
TXN-002012,ACCT-1128,2025-06-24 19:21:23,27.74,Lyft,Denver,Shopping,Online,21,Engineer,0
TXN-002013,ACCT-1098,2025-01-22 12:46:11,304.23,Home Depot,Houston,Utilities,In-Store,37,Sales Rep,0
TXN-002014,ACCT-1184,2025-10-01 23:47:40,51.88,Zara,Seattle,Gas,Mobile App,30,Analyst,0
TXN-002015,ACCT-1024,2025-10-09 08:37:41,105.1,Amazon,Portland,Gas,In-Store,44,Lawyer,0
TXN-002016,ACCT-1177,2025-11-12 08:07:49,16.5,Safeway,Portland,Healthcare,Mobile App,24,Teacher,0
TXN-002017,ACCT-1015,2025-04-27 21:04:42,55.55,Walgreens,Minneapolis,Personal Care,ATM,43,Lawyer,0
TXN-002018,ACCT-1143,2025-04-14 12:04:50,76.07,Walgreens,Minneapolis,Shopping,In-Store,76,Retired,0
TXN-002019,ACCT-1094,2025-11-30 06:13:47,350.15,Hilton,San Francisco,Education,Mobile App,48,Driver,0
TXN-002020,ACCT-1040,2025-07-18 17:19:38,91.23,Zara,New York,Dining,Online,29,Driver,0
TXN-002021,ACCT-1140,2025-01-27 18:55:38,72.4,Walmart,Nashville,Entertainment,In-Store,24,Teacher,0
TXN-002022,ACCT-1198,2025-03-17 16:01:46,368.14,Delta Airlines,Houston,Entertainment,Online,53,Engineer,0
TXN-002023,ACCT-1118,2025-10-18 11:50:44,151.41,Walgreens,Detroit,Utilities,Phone,37,Designer,0
TXN-002024,ACCT-1056,2025-07-12 17:15:33,78.07,Lyft,Philadelphia,Education,In-Store,39,Freelancer,0
TXN-002025,ACCT-1154,2025-06-13 08:10:04,179.15,DoorDash,San Diego,Personal Care,Online,34,Teacher,0
TXN-002026,ACCT-1179,2025-01-10 10:57:36,50.47,Zara,Nashville,Education,In-Store,41,Engineer,0
TXN-002027,ACCT-1009,2025-11-20 08:13:40,45.66,Costco,Austin,Healthcare,In-Store,69,Analyst,0
TXN-002028,ACCT-1154,2025-10-15 19:43:32,172.78,Home Depot,San Diego,Transportation,Online,34,Teacher,0
TXN-002029,ACCT-1183,2025-02-06 19:35:53,137.47,Whole Foods,Los Angeles,Gas,In-Store,60,Retired,0
TXN-002030,ACCT-1194,2025-07-22 16:42:15,138.28,Apple Store,San Diego,Education,Mobile App,84,Lawyer,0
TXN-002031,ACCT-1059,2025-03-19 13:49:47,359.54,CVS Pharmacy,Los Angeles,Dining,Mobile App,48,Doctor,0
TXN-002032,ACCT-1005,2025-09-13 12:39:55,12.03,CVS Pharmacy,Phoenix,Groceries,In-Store,24,Student,0
TXN-002033,ACCT-1114,2025-09-24 10:52:31,33.92,Nike,Los Angeles,Groceries,Phone,65,Teacher,0
TXN-002034,ACCT-1121,2025-03-06 07:59:33,82.45,Kroger,Houston,Healthcare,In-Store,35,Accountant,0
TXN-002035,ACCT-1189,2025-02-15 19:48:10,11.45,Chevron,Detroit,Healthcare,Online,23,Designer,0
TXN-002036,ACCT-1062,2025-11-18 08:39:49,303.14,Shell Gas,Chicago,Dining,Online,52,Student,0
TXN-002037,ACCT-1014,2025-01-08 19:53:10,213.64,Target,Detroit,Dining,Mobile App,54,Chef,0
TXN-002038,ACCT-1087,2025-11-27 19:13:45,527.35,Home Depot,Seattle,Gas,Online,61,Manager,0
TXN-002039,ACCT-1070,2025-06-13 17:26:05,157.83,Netflix,Portland,Transportation,ATM,56,Student,0
TXN-002040,ACCT-1100,2025-07-11 12:13:43,289.3,Walmart,Phoenix,Personal Care,Online,80,Manager,0
TXN-002041,ACCT-1133,2025-09-04 17:02:47,42.24,Safeway,Atlanta,Healthcare,In-Store,19,Student,0
TXN-002042,ACCT-1009,2025-11-20 13:37:10,143.43,Nike,Austin,Utilities,Online,69,Analyst,0
TXN-002043,ACCT-1063,2025-04-09 10:10:36,77.14,Airbnb,Austin,Dining,ATM,70,Driver,0
TXN-002044,ACCT-1109,2025-06-24 21:57:32,75.32,Best Buy,Nashville,Entertainment,Online,42,Student,0
TXN-002045,ACCT-1148,2025-09-01 08:48:05,48.43,Safeway,Houston,Personal Care,In-Store,23,Chef,0
TXN-002046,ACCT-1157,2025-09-29 16:54:48,286.52,Uber,San Diego,Gas,Online,57,Lawyer,0
TXN-002047,ACCT-1075,2025-09-17 14:35:40,340.34,Nike,New York,Gas,In-Store,81,Accountant,0
TXN-002048,ACCT-1160,2025-12-06 08:39:23,107.89,Costco,Denver,Subscriptions,Online,40,Nurse,0
TXN-002049,ACCT-1044,2025-08-03 10:18:49,67.82,Walgreens,Portland,Transportation,Online,73,Doctor,0
TXN-002050,ACCT-1027,2025-09-09 13:04:00,1643.96,Shell Gas,Houston,Shopping,Online,28,Sales Rep,1
TXN-002051,ACCT-1167,2025-12-19 09:22:20,165.88,Hilton,Seattle,Entertainment,Phone,57,Manager,0
TXN-002052,ACCT-1001,2025-04-15 21:30:40,362.87,Uber,Minneapolis,Groceries,In-Store,64,Nurse,0
TXN-002053,ACCT-1087,2025-05-09 08:45:43,368.91,Chevron,Seattle,Travel,In-Store,61,Manager,0
TXN-002054,ACCT-1177,2025-11-08 11:11:28,22.02,Airbnb,Portland,Entertainment,In-Store,24,Teacher,0
TXN-002055,ACCT-1078,2025-08-10 11:14:43,24.31,Spotify,Atlanta,Gas,ATM,24,Freelancer,0
TXN-002056,ACCT-1164,2025-12-30 12:11:43,126.96,Kroger,Seattle,Travel,In-Store,36,Freelancer,0
TXN-002057,ACCT-1144,2025-08-30 18:03:28,161.5,Apple Store,San Antonio,Personal Care,Mobile App,27,Chef,0
TXN-002058,ACCT-1120,2025-08-31 16:53:23,345.9,Kroger,Minneapolis,Transportation,ATM,54,Teacher,0
TXN-002059,ACCT-1100,2025-08-29 16:33:02,131.35,McDonalds,Phoenix,Dining,Online,80,Manager,0
TXN-002060,ACCT-1193,2025-05-14 16:32:18,164.6,United Airlines,San Diego,Personal Care,Mobile App,42,Sales Rep,0
TXN-002061,ACCT-1004,2025-11-24 18:55:19,146.68,DoorDash,Denver,Personal Care,ATM,28,Designer,0
TXN-002062,ACCT-1072,2025-01-17 22:02:05,155.06,Walmart,Los Angeles,Education,Mobile App,53,Analyst,0
TXN-002063,ACCT-1134,2025-07-10 13:46:20,1326.14,Whole Foods,Miami,Education,Mobile App,56,Student,0
TXN-002064,ACCT-1141,2025-04-27 18:34:42,94.92,Safeway,San Antonio,Utilities,ATM,32,Engineer,0
TXN-002065,ACCT-1104,2025-11-28 10:11:16,160.46,Walmart,Dallas,Healthcare,Mobile App,24,Engineer,0
TXN-002066,ACCT-1009,2025-01-24 13:02:15,75.55,Costco,Austin,Travel,Online,69,Analyst,0
TXN-002067,ACCT-1013,2025-08-09 09:54:14,58.89,DoorDash,Houston,Gas,Online,45,Driver,0
TXN-002068,ACCT-1086,2025-10-23 06:28:41,16.43,Zara,Philadelphia,Travel,Online,20,Manager,0
TXN-002069,ACCT-1081,2025-03-30 09:18:02,84.64,Best Buy,Seattle,Utilities,ATM,77,Accountant,0
TXN-002070,ACCT-1195,2025-07-10 22:45:28,479.5,DoorDash,Houston,Groceries,Mobile App,46,Retired,0
TXN-002071,ACCT-1071,2025-10-10 15:46:13,139.73,Airbnb,Nashville,Gas,In-Store,42,Analyst,0
TXN-002072,ACCT-1046,2025-01-17 11:59:06,121.82,Safeway,Atlanta,Healthcare,In-Store,27,Driver,0
TXN-002073,ACCT-1153,2025-07-15 15:21:11,82.44,McDonalds,Los Angeles,Shopping,In-Store,33,Lawyer,0
TXN-002074,ACCT-1065,2025-11-25 07:37:27,68.06,Safeway,Atlanta,Personal Care,Online,79,Analyst,0
TXN-002075,ACCT-1164,2025-11-20 22:13:43,75.53,Target,Seattle,Subscriptions,Mobile App,36,Freelancer,0
TXN-002076,ACCT-1054,2025-08-27 16:19:32,100.7,Airbnb,Nashville,Healthcare,Online,80,Retired,0
TXN-002077,ACCT-1098,2025-12-06 16:44:43,129.87,Kroger,Houston,Healthcare,Online,37,Sales Rep,0
TXN-002078,ACCT-1097,2025-02-02 07:59:18,357.95,Shell Gas,Los Angeles,Utilities,Mobile App,52,Teacher,0
TXN-002079,ACCT-1019,2025-07-16 18:43:51,90.98,Costco,Chicago,Utilities,In-Store,41,Lawyer,0
TXN-002080,ACCT-1155,2025-12-19 13:31:06,135.05,Amazon,Los Angeles,Travel,In-Store,35,Accountant,0
TXN-002081,ACCT-1183,2025-02-20 11:57:00,1131.98,OffshorePay Inc,Tirana,Shopping,Online,60,Retired,1
TXN-002082,ACCT-1094,2025-07-08 20:15:00,143.68,Trader Joes,San Francisco,Transportation,In-Store,48,Driver,0
TXN-002083,ACCT-1098,2025-07-09 22:34:21,113.79,Safeway,Houston,Dining,ATM,37,Sales Rep,0
TXN-002084,ACCT-1145,2025-06-22 11:22:49,39.94,Walgreens,Nashville,Utilities,Mobile App,19,Chef,0
TXN-002085,ACCT-1181,2025-12-06 21:56:48,155.93,Chevron,Detroit,Shopping,Mobile App,48,Manager,0
TXN-002086,ACCT-1144,2025-11-15 11:39:17,308.28,Safeway,San Antonio,Dining,In-Store,27,Chef,0
TXN-002087,ACCT-1127,2025-07-23 06:25:03,98.66,Target,Denver,Gas,Mobile App,32,Nurse,0
TXN-002088,ACCT-1178,2025-05-21 15:33:20,564.95,Grubhub,Chicago,Travel,In-Store,59,Retired,0
TXN-002089,ACCT-1157,2025-12-16 08:09:02,541.73,Amazon,Boston,Travel,Mobile App,57,Lawyer,0
TXN-002090,ACCT-1138,2025-01-24 22:39:04,269.41,Grubhub,Miami,Personal Care,ATM,29,Accountant,0
TXN-002091,ACCT-1096,2025-08-05 17:37:57,226.71,Shell Gas,New York,Dining,Online,30,Chef,0
TXN-002092,ACCT-1068,2025-10-20 11:15:55,28.39,Nike,Atlanta,Education,In-Store,22,Accountant,0
TXN-002093,ACCT-1185,2025-11-08 13:24:19,201.96,Whole Foods,New York,Groceries,Mobile App,58,Lawyer,0
TXN-002094,ACCT-1154,2025-08-27 15:16:28,115.61,Whole Foods,San Diego,Dining,Mobile App,34,Teacher,0
TXN-002095,ACCT-1142,2025-11-03 15:43:31,32.52,Home Depot,Los Angeles,Groceries,Mobile App,36,Analyst,0
TXN-002096,ACCT-1066,2025-12-03 05:01:04,56.27,Hilton,Chicago,Dining,Mobile App,38,Teacher,0
TXN-002097,ACCT-1051,2025-08-12 08:22:47,179.09,Safeway,Phoenix,Subscriptions,Mobile App,45,Chef,0
TXN-002098,ACCT-1190,2025-07-20 12:56:09,144.31,Chevron,Dallas,Education,In-Store,40,Teacher,0
TXN-002099,ACCT-1176,2025-03-15 20:41:58,197.54,Netflix,Boston,Utilities,In-Store,62,Designer,0
TXN-002100,ACCT-1023,2025-06-10 14:09:52,51.69,Walgreens,Dallas,Transportation,Online,39,Retired,0
TXN-002101,ACCT-1001,2025-07-16 22:12:10,106.77,United Airlines,Minneapolis,Dining,In-Store,64,Nurse,0
TXN-002102,ACCT-1111,2025-11-19 14:39:17,34.85,United Airlines,Houston,Gas,In-Store,22,Analyst,0
TXN-002103,ACCT-1155,2025-09-21 11:34:56,93.41,Amazon,Los Angeles,Entertainment,ATM,35,Accountant,0
TXN-002104,ACCT-1131,2025-10-05 13:54:16,143.0,Walmart,Dallas,Groceries,In-Store,34,Lawyer,0
TXN-002105,ACCT-1113,2025-04-07 07:22:57,78.23,Home Depot,Houston,Healthcare,ATM,41,Designer,0
TXN-002106,ACCT-1179,2025-03-09 18:46:14,50.06,Apple Store,Nashville,Utilities,ATM,41,Engineer,0
TXN-002107,ACCT-1175,2025-12-18 20:06:45,645.31,Airbnb,Los Angeles,Shopping,In-Store,59,Student,0
TXN-002108,ACCT-1126,2025-09-07 18:59:55,125.09,Starbucks,Portland,Travel,In-Store,30,Driver,0
TXN-002109,ACCT-1015,2025-01-17 22:31:56,90.23,Walgreens,Minneapolis,Shopping,ATM,43,Lawyer,0
TXN-002110,ACCT-1190,2025-05-16 10:48:43,82.96,Grubhub,Nashville,Personal Care,In-Store,40,Teacher,0
TXN-002111,ACCT-1103,2025-12-27 17:19:27,21.66,Chevron,Chicago,Groceries,ATM,23,Sales Rep,0
TXN-002112,ACCT-1011,2025-02-08 01:55:00,301.47,FastCash ATM Services,Atlanta,Entertainment,ATM,47,Doctor,1
TXN-002113,ACCT-1139,2025-01-05 01:25:28,115.48,Amazon,Los Angeles,Subscriptions,In-Store,40,Driver,0
TXN-002114,ACCT-1150,2025-04-15 19:14:29,22.46,Grubhub,Atlanta,Dining,In-Store,24,Manager,0
TXN-002115,ACCT-1083,2025-07-01 06:19:38,249.18,Starbucks,Detroit,Entertainment,Phone,52,Freelancer,0
TXN-002116,ACCT-1043,2025-05-04 07:35:48,171.56,United Airlines,Atlanta,Personal Care,In-Store,34,Manager,0
TXN-002117,ACCT-1138,2025-10-03 16:34:38,86.32,Amazon,Miami,Shopping,Online,29,Accountant,0
TXN-002118,ACCT-1140,2025-08-03 07:22:42,60.83,Whole Foods,San Diego,Gas,In-Store,24,Teacher,0
TXN-002119,ACCT-1182,2025-09-25 09:58:09,433.6,Safeway,Denver,Transportation,Phone,55,Lawyer,0
TXN-002120,ACCT-1108,2025-09-27 08:48:52,282.75,Marriott,San Francisco,Gas,Phone,34,Retired,0
TXN-002121,ACCT-1105,2025-04-25 16:07:31,521.12,Amazon,New York,Travel,In-Store,51,Teacher,0
TXN-002122,ACCT-1011,2025-03-19 21:44:08,290.98,Netflix,Atlanta,Healthcare,Phone,47,Doctor,0
TXN-002123,ACCT-1122,2025-12-22 10:06:08,122.46,CVS Pharmacy,Portland,Gas,In-Store,34,Retired,0
TXN-002124,ACCT-1059,2025-03-09 12:52:17,641.02,CVS Pharmacy,Los Angeles,Utilities,In-Store,48,Doctor,0
TXN-002125,ACCT-1134,2025-10-02 15:44:40,422.17,Whole Foods,Miami,Transportation,In-Store,56,Student,0
TXN-002126,ACCT-1128,2025-05-29 20:45:06,49.9,Trader Joes,Denver,Gas,In-Store,21,Engineer,0
TXN-002127,ACCT-1105,2025-06-05 18:12:58,245.59,Nike,New York,Transportation,ATM,51,Teacher,0
TXN-002128,ACCT-1133,2025-07-23 19:07:36,44.49,Grubhub,Seattle,Travel,In-Store,19,Student,0
TXN-002129,ACCT-1136,2025-04-22 12:17:32,346.05,Uber,Boston,Travel,Online,60,Sales Rep,0
TXN-002130,ACCT-1154,2025-03-13 16:51:01,94.87,Home Depot,San Diego,Healthcare,Online,34,Teacher,0
TXN-002131,ACCT-1048,2025-11-03 11:29:58,207.49,Spotify,San Antonio,Healthcare,Mobile App,25,Lawyer,0
TXN-002132,ACCT-1143,2025-06-23 13:30:59,63.95,Delta Airlines,Minneapolis,Shopping,Online,76,Retired,0
TXN-002133,ACCT-1001,2025-11-06 10:27:04,455.01,Zara,Minneapolis,Gas,Phone,64,Nurse,0
TXN-002134,ACCT-1076,2025-06-09 09:01:29,21.44,Shell Gas,Portland,Transportation,Online,18,Teacher,0
TXN-002135,ACCT-1093,2025-03-27 22:01:43,18.85,McDonalds,Boston,Personal Care,Online,41,Chef,0
TXN-002136,ACCT-1041,2025-02-17 21:11:59,193.05,Shell Gas,Los Angeles,Entertainment,Mobile App,44,Designer,0
TXN-002137,ACCT-1076,2025-09-19 19:53:01,24.76,Airbnb,Portland,Utilities,In-Store,18,Teacher,0
TXN-002138,ACCT-1169,2025-01-04 11:40:37,99.37,Spotify,Chicago,Transportation,In-Store,36,Designer,0
TXN-002139,ACCT-1006,2025-10-25 17:05:55,32.75,Starbucks,Atlanta,Entertainment,In-Store,55,Nurse,0
TXN-002140,ACCT-1169,2025-05-13 08:00:09,71.93,DoorDash,Chicago,Dining,Online,36,Designer,0
TXN-002141,ACCT-1095,2025-04-17 13:46:06,178.26,Safeway,Los Angeles,Education,In-Store,81,Doctor,0
TXN-002142,ACCT-1053,2025-04-19 15:33:10,32.09,Apple Store,Philadelphia,Dining,Online,20,Student,0
TXN-002143,ACCT-1001,2025-09-08 12:04:59,442.13,Nike,Detroit,Gas,Phone,64,Nurse,0
TXN-002144,ACCT-1160,2025-11-25 20:27:59,121.64,Marriott,Portland,Dining,Mobile App,40,Nurse,0
TXN-002145,ACCT-1141,2025-09-01 19:39:57,86.55,Netflix,San Diego,Dining,ATM,32,Engineer,0
TXN-002146,ACCT-1022,2025-01-09 16:36:04,46.83,Trader Joes,Detroit,Education,Online,34,Analyst,0
TXN-002147,ACCT-1052,2025-01-29 14:07:22,99.01,Hilton,Philadelphia,Transportation,ATM,68,Accountant,0
TXN-002148,ACCT-1190,2025-01-15 16:12:54,176.39,CVS Pharmacy,Nashville,Shopping,In-Store,40,Teacher,0
TXN-002149,ACCT-1191,2025-06-14 12:08:06,68.75,Nike,Austin,Gas,Mobile App,61,Designer,1
TXN-002150,ACCT-1031,2025-08-06 22:08:29,303.41,Chevron,San Antonio,Groceries,Mobile App,71,Doctor,0
TXN-002151,ACCT-1193,2025-09-12 08:56:53,66.2,Spotify,San Diego,Groceries,Online,42,Sales Rep,0
TXN-002152,ACCT-1029,2025-07-17 11:08:20,203.66,Shell Gas,New York,Transportation,Mobile App,32,Freelancer,0
TXN-002153,ACCT-1119,2025-02-12 15:52:19,49.78,Costco,Chicago,Gas,Phone,41,Designer,0
TXN-002154,ACCT-1089,2025-11-24 21:29:00,829.83,Delta Airlines,Dallas,Entertainment,In-Store,18,Driver,1
